class,tweet
1,You just her friend im the niggah she wanna fuck wit
1,Would ve liked some more backup but I can handle myself against a gang of retards
1,oh you little bitch you You tryna hit the fair tho today or sometime this week Shit might be fun drunk
1,I woke up like thi bitch go back to bed
1,Quit blowing up my feed bitches
1,lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy
1,These Thots keep saying all niggas want is pussy 128049 128530 Well bitch wtf else does your broke non cooking ass have to off 8230
1,AIDS ain t all dat bad You can become da hoe and do da crack and ain t gonna make no difference anyhow
1,This bitch just chillin
1,Why did you release my nudes you cunt
1,damn bitches on a niggas mind haha
2,Jose Soto Reflections of a former gay teabagger
1,With me bitch
1,You and yo bitch break up and she start lol at another nigga she gone for good bruh
1,How do you photoshop yourself and still be ugly That s like cheating on test and still failing Be ashamed bitch
1,Good weed bad bitch Got these hoes on my dick like Brad Pitt
2,I agree 100 No naturalized citizenship no anchor baby amnesty All go to parents country of origin
1,if ya bitch mad tell ha I ll put ha own 128176
1,Bears game today bitches Not to mention lean and bud before the train ride lol Goodday
1,I hate when strippers tell you they re dancers Hoe ballet dancers don t pop their pussy to Beethoven You a STRIPPER
1,that was me trying to be mature about the subject what kind of fucking pussies are you to bitch about a satirical tweet against asians
1,these judges are fuckin retarded
1,but you were too busy being a raging bitch and not caring that your best friend was going through hell So there s my punch 128139
1,TURNT up with yo bitch in a house party
1,Bsd bitch make it clap
1,Just looked at a news story and thought to myself Is she fucked up some kinda way because I am 12 hillbilly
2,Special thanks to Tina Charlie and staff at Waverly Hills thanks to everyone that dedicated time to make the
2,thats why youz a yellow bone 128155 128155
1,I done had EVERYTHING you hoes ever wanted s o to MY DADDY Nigga w the MONEY
2,dubya hates todays teabagger movement
1,Cant wait All niggas wanna do at 45 is pop Viagra and pop young bitches
1,17 missed calls 128544 128545 Das yo P O bitch twitter finna be screamn FreeMoneyMelle
1,I don t focus on bitches bitches focus on me trenttruce Photography by patrickos
1,All them hoes crazy Thick thighs 128166 skinny waist 128591 and natural beauty face 128149
1,Dee Gordon getting to he can fuck my bitch status with all these SBs
1,Arguing over a bitch with a glued on butt
1,Nigga payback s a bitch
1,Some thots will just never learn 128533 gooooo awaaaaay hoe
1,lmao Nigga ran a Ponzi scheme on them hoes
1,drinking away this stress you got some new hoes for us
1,8220 I m 2 much for these niggas and 3 much for these hoes 128129 8221
1,haha no but I was ready to slap that bitch again he came walkin in my room to say hi while I was playin saints in my underwear
1,I was wearing bucket hats before you basic bitches
1,old cunt needs to die
2,POLLOS A L AST Dos pollos estaban dando vueltas en una poller 237 a mientras los estaban cocinando a l ast cuando
1,I kinda figured a lil bit when u said bitch u cute
1,want to catch my attention niggah throw up a dolla sign
2,Who remembers when we were in middle school high school and would throw paper in the trash from our seat and yell KOBE Lmfaoooo
1,Da bitch got scared and couldn t take it no mo but ya boy was feenin fo dat 128533 128514 128514 8220 128514 128557 128514 128557 128514 128557 128514 koula noooooooo
0,niggas talk more than bitches these days
1,Bitches be wearing extensions fake eye lashes and make up talkin bout they bad bitches No bitch you are not bad you re a created player
1,I m turning into a heartless bitch
1,lets get a group together amp do something negro I m home
1,I did everything except trust these hoes
1,I make bitches fly like peter pand tho
1,128588 I don t want my man txtn tlkn lookin yet alone speakin to you hoes I m not insecure at ALL y all hoes CANT BE Trusted
1,these judges gon try amp hoe Floyd if he don t show out this last round
1,A dick has a sad life His hair is a mess his family is nuts his neighbor s an asshole his best friend s a pussy
2,Gov Rick Scott Refuses To Debate Charlie Crist Because Of A Small Fan
1,ain t the bitch Mimi still wit Gay ass Nikko
1,Get a bitch break a bitch
1,Can t fuck with a coon ass girl bruh
1,bitch just meet me up here lol
2,2 2 Adam Henrique cleans up the trash in front of the net tying the game for the NJDevils with 11 06 left in regulation 8230
1,LOL dude I wish they hadn t I got a DD214 that would make a pussy like you cry for the enemy
1,My timeline right now Ravens 127944 Ravens 127944 Ravens 127944 Commercial tweet 128514 Ravens 127944 Ravens 127944 Ravens 127944 amp Some bitch talkin
1,Someone needs to get this boring Nike fag off the stage
1,i know bout yo wack ass dreads nigger
1,11 get to hit any bitch on campus he wants to
2,NFL Forgetabout they got until February It s the pennant race Let s Go Yanks
1,They say I wouldn t make it now them same bitches is calling my cellular
1,Ma niggah Alsina be doin his thang
1,Yo mother dedication hoe rich homie Tono feat Childish Miguelito amp young patty coming soon sorry4thewait
1,hell naw bitch no help
1,Jen Bitch Daquan dropped your kids off today Keisha Bitch I don t got kids Jen not no more bitch I swallowed em
1,I don t have a wife she my bitch for the night If she was catching bodies then it might be alright
1,DO IT DO IT You ll still e a fag but do it 8212 I ll pass Heidi
1,I hate baldheadass bitches 128529
1,If having hoes excite you you still a lil nigga 128581
1,Finna hit this bitch with a handful of salt
1,Haha i call my girl a bitch only cuz she calls me one 128540
1,I m not Mexican enough for the real beaners yet too Mexican for the Americanized beaners
1,Both but that was the old me lol U be havin bitches on deck for the sex or it s a new joint every time
1,Shut up bitch you beat off to your sister
1,I swear I can t do shit right now but I m down to get into something tonight if u are nig
2,Pierce would ve easily drained all these shots with us He s so trash now smh
1,I always text my besties like bitch call me I got the scoop 128064 128553 128553 128553 128514 128514 128514 128514
1,My brother is a fucking pussy
2,I love Butter by ATCQ but I d love it more if Q Tip s hook was just looped for three and a half minutes instead of Phife s trash verses
1,aye bitch
1,bitch i juss askd yu uh question yo ole choppa bullet head ahh
1,yea ima spin on yo hoe at about 15 after 12
1,stick to the court hoe
1,Stfu kenya U make me sick Lonely desperate bitch
1,You want a smart educated dumb bitch you can date Lol drunktalk
1,You got 15k followers n the same bed sheets from last month These bitches be confrused voice
1,money can get you good weed but not always the best of pussy Sorry my friend guess
1,4 fat hoes ina caddilac U can tell they jus lost dey luxury car ride virginityhoes too happy lmao
1,Dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant
2,Yes indeed Camels ostriches and zebras Sept 5 7 VCCamelRaces
2,WOW according to this tweet by Obama must have been an Uncle Tom
1,if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy
1,My Ralph Lauren jacket comes tomorrow Im giving out free hugs so these bitches can know what high quality fabric feels like
1,Resisting the urge to smack a bitch
1,that s very logical because bitches love using my face as a toilet
2,Rams too Lakers as a whole is trash Jordan Hill is trash Play Davis and Randle more
1,bitch shut up men are talking an
1,These hoes always gone Thot around to who ever give them attention at the time
1,lmfaooo how many returns has this faggot gotten
0,harm this pussy instead missing 26 yr old USC medical student last seen Tuesday May harm himself
1,Lil stupid ass bitch i aint fucking with YOU 128514
1,Big thick pretty bitch
1,Yass bitch Yass 128134 128134 128134
1,Everybody claim they fvck with bad bitches but all the ugly bitches getting pregnant 128118 128118 Somebody lien 128530 128530
2,on the first day of school my backpack had no paper and no books all it had were 4 granola bars a brownie and a bag of cookies
2,green beans summer yellow squash zucchini cucumber I will set some more out by the road today its free
1,I know it ain t good but these hoes gon do what they wa wa waaaaannnnnt
1,Main bitches saying I hate a send me a pic ass nigga be answering every single one of DJ Rice a Roni s request
2,that movie was trash
1,Come out her pussy and go in her ass come out her ass and go in her mouth that way she won t tell nobod 8230
2,Get here MT Sierra skiers offers a fun break from the slopes Sweet deal TravelNevada
1,These bitches Fine Fare Supermarket
1,Thats my bitch when i feel like it
1,I am nice I am humble but I will still let a bitch know what s up HUNNNNEY 128133 128226 128226 128226 128226 128226
1,lol stupid ass bitch I don t fuck w you
1,U got my 200K bitch nigga Al Haymon to Antonio Tarver
0,Niggas probably be watching me like Look at this Uncle Tom ass Rasta
1,nigga stop being a bitch and come to the high school You already said yes
1,so your a dumb bitch
1,I hate a nosey bitch like mind yah business
1,Maybe I shoulda informed my cousin of my social anxiety before taking me to this over crowded bar On the bright side Texas has hott bitches
1,Happy birthday to the nicest faggot ever 128129
1,8220 Guys are hoes these days lmao don t fucking indirect me cause I can put you on blast 8221 who s subbin
2,Is dare any colored players in hockey
1,i hate when people ask 8220 who you tryna look good for 8221 bitch myself bye
1,used to send that bitch up
2,sav you are so nicee love you too twat
1,Change the game on u bitches 128526
1,you don t want to battle you shook cause ain t no such things as half way crooks bitch
1,you seen it hoe put that cash up bitch imma take your money and spit on your fat ass
1,bitch doing a keg stand at this party
1,MY CHEST 8230 ima make a song called perez hilton and its gonabe about a gay party boy who 8217 s a fat slut with no bitches
1,We don t hire bitches
2,red and yellow it should be then
1,if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh
1,naw nigga I got yo bitch tip toeing on my wooden floor
1,I mean I like to get nasty but tooting my ass up in a bitch face ain t in my freaky zone
1,Burnt pussy lips 128514 128514 128514
1,LMAO 128514 The side ho gets all the real action anyways
1,The face you make when you see a hoe trying to preach on twitter
2,Full set except the last song from Southern Darkness Fest last month Who s the ape on guitar
1,wow your like 3 years late bitch
0,You have my word we will beat those fucking faggots pls
0,DTLA is trash because of non Europeans are allowed to live there
1,Yall ever was In the car with ya moma before and you singing every song come in and she be like bitch you know that sch 8230
1,STOP texting these hoes good morning
1,Touchdown hoe touchdown hoe
1,Dax we don t love these hoes
2,Cincy fans talk trash about the city of CLE and then root for the like they belong stillCLE CLEallday GoBrowns
1,Even these pretty bitches mad self conscious if that Instagram pic don t get enuff love it gets takendown
1,CNT nobody be mad at who he choose to be with I can t be mad at no bitch its the nigga so hay
1,bitch you didn t feed me You asked my to buy you a burger 128514 128514 128128
1,Like bad kids bitch we reckless
1,How tf you act like a bitch
0,chase you God damn faggot 128514 128557 128514 128557
1,Yo bitch wanna fuck the squad 128526
1,You bitches are so inconsiderate smh
1,Messi s like I m back bitches 128527 128076 lmao 128514 128514 128514
1,Allergies have my eyes all red and chink eyed I look like I m stoned
1,Waka Flaka a lucky retard lol
1,wtf mine was just a fried Twinkie w powdered sugar I got hoed
0,geta Life faggot
1,8220 lol what else do we have in common nigga hate sleeping in the heat 8221 128514 128514 summer is for the birds
1,Ain t nobody up TL slick dead Other than the females bashing niccas early dis morning lol
2,Never seen a tinted yellow tongue before She just ate a lemon jolly rancher
2,128514 I m a wexican
1,be a pussy as in cat
1,Spendin money that we saved stackin ones like bricks hittin bitches like Craig watchin ass CLAP MorningStuSesh 10AMinFairview
1,She bitch goddess thinks she owns New York wait LameApocalypses
1,Goligoski must bleed He should also leave via ambulance I guess Sill is the closest thing they have at a McGrath Hit that bitch
1,See Your pussy amp personality gotta be trash if a nigga stopped talking to you after sex
1,when ah rich nigga want ur bitch it s nothing u can do but hope she think about u on dem shopping sprees
1,just be like me make bitches move
1,aaahhhhh my internet has died for the whole weekend I m told just in time to teach me the true spirit of christmas fucking cunt
1,bitch merry Christmas
1,slap a bitch
1,bitch you look like a shamu go back to seaword
1,Hmm Ass all chunky brain is insanity
1,8220 would love the Parkside sport girls dressed like Kobe all day everyday 8221 Let me see 1 of them hoes
2,I can hear the birds chirpin
0,i woke up with a sore throat im cold niggers will be niggers so terrible
1,Not associate but ya nicca
1,Is Wayne Brady gonna have to choke a bitch
1,Apparently the current hair trend for Hollywood bitches is to look like you lost a fight with a weed whacker
1,make weed legal you pussy you know you smoke that shit
1,N I m so tired of hearing he wouldn t do it for u ol bitch he wouldn t have too my people dont play on my end
1,shut up bitch
1,but Never to moose lol log off faggot your finished
1,All the bitches who called me a hoe in high school got like 2 3 kids now
1,if dey go to linch together she gon eat that pussy befo they come back
1,you still ugly then a hoe and you still look like muffie off Arthur 128527 128527 128526 128526
1,bitch I don t want yo fat ass following me hoe
1,lol na bitches like crazy if the D good 128064
1,Lesbians all be like yo ho and scissor me timbers
1,I need to jump in the shop on fritag for 72 beers hate looking like 20 odd I need to get 120 fags tae going to look like a junkie
1,Im rick james bitch show me ya titties
2,we have a project that could lead into a military program but requires a full op mock up for testing
1,128514 128514 128128 128128 128128 128128 bitch you outta line
2,in that picture yes I haven t had an updated pic added the angel wing is colored now too and thanks represents what I am
1,snag that ho
1,Someone will love your bitch ass it won t be me but someone will love you
1,Can I have a bad bitch without no flawwssss
1,Why do people have A Problem with Gay People Know what fuck it I Got A Problem with you Straight hoes Now what
2,Mississippi state fans are the best to just mock It s so easy Poor state It s hard getting wins against top 25 opponents FailState
1,and the plastic surgery of a tranny
1,bitch i got the flameeee
1,Helga was a bitch And for what reason HeyArnold
1,all 3 haha Because I m thinkingofyou and your dirtylove sexxy bitch
1,all bitches all day all the time
1,8220 These Niggaz bitches hiding behind gangs they ain t in 128175 128056 9749 65039 8221 128588 128175
1,Go ahead and mock me one day I ll sell enough of this make up to drive the pink Mary Kay Cadillac and we ll see who s gay 8230
1,I give off the Selfish little bitch vibe but if you get to actually know me I tend to put others before myself 24 7
1,Ref finally calls it when it s an arm ball but those hoes didn t count the hand ball in the Mexico game K yesiamstillsalty
1,You always see some shit on Old York Rd on the late night I done seen like 4 tranny and a midget
2,find a new hillbilly spiritweek
1,Made it to the World Series Ned Yost out here fucking everybody bitch on the low
1,We ran thru the bitch you fallin in love with
1,I hate hoes
1,I seen Scooby hoe some niggas at the gardens too 128514 128514 128514
1,Cause these hoes ain t loyal And niggahs ain t either When it go down you callin for hittas that you ain t
1,This is for my ghetto motherfuckers Missy Elliott
1,You re an annoying cunt
1,I know yall bitches tell yall selfs WWHD what would hustlelinaa do 128514 cuz yall asses stay following me 128527
1,good bitch choke
1,Its too early for all this bullshit fuck all yall hoes lmfao
1,u lucky he holdin me back bitch
1,These bitches been killin me all day
1,i just found out that marehood is code for horse pussy brony mlp
1,that hoe skilled
1,someone just called someone a bitch ass nigga on black ops
1,Someone told me cuz some ppl like to use it as bitch some females don t like being calles female but meh shrugs
1,fuck it hoes will be hoes
1,little stupid ass bitch I ain t fuckin wit chuuu
1,Don t forget how Nikko was digging in her booty Sex tape gave her a head bigger than that pussy and for 8230
1,Gonna straight hip check the next hillbilly who tries to apply the term derecho to a run of the mill thunderstorm WVWX
1,Fucking twat Xavi checking the grass HAHA
1,Ratchet bitches be like my name is Shaniqua assSofatHairSoReal brown get claps it claps right claps
1,you got a toolbox you hoe
1,bitch you hella late I went yesterday lol
0,go get left in a hot car and die bitch
0,White bus drivers are all white trash LosAngeles
1,ain t nobody offending u fuckin peckerwoods I despise of a no good white ungrateful honkey
1,quit bein a little bitch B
1,I wish I could punch the 14 year old me for being such a thirsty bitch
1,If a bitch says eeeeeee she a hoe
1,The ape was like Oh you niggas gon learn today 128557 128128
1,8220 You goofy Only goofy niggas simp over chicks with community pussy 8221 Who are you
1,Paper over pussy cause pussy Bring problems PoweroftheP
1,8220 When you fuck her GOOD she trip even more 8221 good dick makes a bitch go crazy
2,Probably yeah By most accounts he has the personality to handle it though And he can wear a yellow suit if he puts up points
2,Charlie Parr Mountain top music Fest
1,Hah a big LOL to all the tacky faggots
1,I m Tryn tell yall brah I went wit a slut n could not stop da bitch frm boppin dat shit scary
1,Alibaba Jack Ma Gotta love a guy who beat Meg Whitman s albino ass back to the US Freakin commie genius
1,Still blaming Bush Fucking retard
1,Music you make me sick bitch
1,Why are teabaggers so interested in saving people who are Muslim Does Syria have oil morningjoe
0,You ol trout mouth ass bitch DEEEEAAAADD
2,Wow Charlie Strong is cleaning house Might be upwards of 10 released before he is done
1,I hate when my best friend gets a new bitch and barely chills with me
2,lmaoooo Girls don t let a guy treat you like a yellow starburst You are a pink starburst
1,In class still drunk from last night and this broad is doing a presentation on Chipotle bitch can I live tease feedme
1,Half these females with these twitter names like eat my pussy ain t even about that life bro
1,You two need to stop acting like two little bitches
1,they got some cold white hoes in Knoxville tho don t they right there on the strip Boaaa
1,bitch i will cut you
2,the grass is greener on the other side of the fence of course it s also a soggy septic field
1,Jammer just said to me he thought mustard on the beat ho was saying Abdullah on the beat this whole time LOOOOOOOL
1,Cay got her whole lit new clicc from her school amp be on that bitch shit too me like Okay but anyways WE still DEM GIRLZ
1,Truuuuuuuuue but bitch u fine tho I ve been old all my old ass life And that s fine
1,That awkward moment when IGotDrunkAnd you re still an ugly hoe
1,Never trust a y all so cute ass bitch 128554 they just waiting to strike
1,Yeah you bad but hoe so what
1,I ll purposely read your message just so you know I read it and didn 8217 t reply I can be a bitch like that SorryNotSorry
1,that old cunt needs to sit down
1,bitches stay in they feelings 128514
2,Yankees I ain t complaining about the Royals win or lose game7 They showed heart AL ride or die No flex zone They earned it
1,If I called you a bitCh then you d prolly hate me If I called you a bad bitch then you ll prolly thank me
2,e her nips are DEF more perfect than that
1,These hoes ain t loyal
2,YesWeDid attack harass threaten mock and bully any woman or minority who dared not fall in line with our progressive a 8230
1,The fuck mickey d s gave me some cookies in a big mac box
1,OGs Love too See a yung nicca come up
0,If you dont see the connection between legitimizing the queer lifestyle and an increase in STD s and sexual deviancy yo
2,She looks like a plastic monkey doll
0,I don t care tho cracker
1,this niggah was tripping over everybody
1,fag that s some gay ass shit
1,i hate when bitches brag bout how they bf put it down Then they single 128514
1,Got 99 cookies because a bitch ate one
1,I m obviously Morello from OITNB cause crazy and jealous bitch
1,8220 8220 8220 I really only like like 3 people in this town everyone else is a faggot 8221 me 8221 me 8221 me
1,Most black hoes at prom looked like
1,what bitch tried to kill Kendrick Lamar s vibe
1,When a bitch says hi to bae
2,segment finally did it NEVER again watching teabagger propaganda in the morning on msnbc again on currenttv for me morningjoe
1,So you females feel like it s ok to dress like a hoe Smh I just hope I don t have a daughter please god
2,Should I be worried that a lady behind my building is talking to a crow
1,It s my mans birthday All the big booty bitches show him some love 128514 8230
1,she killed that bitch 128555 128514
1,Why is this bitch throwing condoms Lmao
1,Hey it works Most people hate me for it but as long as I m still happy they can bitch all they want 128514 128077
1,Niggas who stand in line for Jays mad at me now ehh fuck you I pull hoes nd stunt without em on
0,Fuckkkkk My nig a g tho he gonna come back
1,1000 rts and he ll spark this hoe in here
2,Got receipt ink on your soles no problem
2,when other girls wear beanies they look cute amp stylish but when i wear them i look like a member of a drug cartel who s 8230
1,Bout to smoke a 3 5 n dis bitch Pollution
2,I hope the Yankees game doesn t get rained out tonight It s going to be a special atmosphere and game Jeter deser 8230
1,bitch ass nigga
2,15 sad TV character deaths we re still bitter over stark was the man
2,8220 Kanye West is a costume not a mock of a race 8221 girl I hate to do this but Kanye is a human not a costume but 8230
1,Everyday I wake up I got a different bitch
1,bitch hallon
2,Intended to get pics but didn t have time Must be a mud race event here this weekend Is like a redneck convoy out there
1,I got a main bitch I got new hoe love my Ak but I got my 44
1,lol I would ve beat that hoe up
2,lived there and can attest to that Trust them over any muzzie nation by a million light years
1,Cuz pussy s only pussy man i get it when i need it
1,Only a FUCKIN retard liberal would think XMen is about them No JesusChrist WAS A MUTANT gt
1,I think all dem hoes on LAHHH regular
2,BushCo used to publicly trash ex officials who wrote books Snow O Neill etc Bet we won t hear PBO trashing Gates morning 8230
0,don t forget nappy headed butt ugly bitch who s married to a Muslim
1,A dude with money can only impress a broke bitch
0,This nigga jerry room smell like bad pussy 128530
2,As Chanice say that I realize the coons move from drinking Moet to Belaire All yuh feel all yuh so fancy with all yuh 30 champagne eh
1,Steve Calvin Annis cunt
1,You got hella hoes
1,what s up my bitches Shout out from your momz in Cali Keep doin what u do loveit
2,There will be track sweeping during this yellow
1,See he already know he a faggot lmao
2,an coaches dont put them in positions to be successful the offensive struggles can all be put on gardner program is trash
1,That nig Darion couldn t help but act like the camera was on him He didn t keep any composure eattin those crawfish hahaha
1,Look at all the chicks follow and tell me he ain t got hoes
1,Stop fuckin jail birds Niggas that s that serious about ass play scare me That shit so sus
1,VP Joe the Dildo still wants your guns Hey Joe FU Oath breaking prick needs to be routed out Hows it feel to be honkey whippin boy
1,hold on bitch im about to pray then after that imma grab the bible
1,Difference between niggers and niggas Tupac my OG 128175
1,Wow my dad just racked me what a fag
1,Ray J is the perfect example of what happens when you give a lame nigga some pussy
1,This bitch takes bitch to another level
1,Since a lot of you lil bitches wanted to add the 5h hashtag into all my tweets I ll do that shit back vote5sos
1,Yaaasss When a hoe is talking about how they really don t be hoes 128530 like girl if you gotta explain it 9 10 a hoe
1,Who fukn wit for real for real Dat nicca be riding
0,SlightlyAdjusted Alls niggers wanna do is fuck tweet and drink pineapple soda all day
1,The Cop was bitch slapped by this wanna B st thug And he got what TM got Dead See you don t slap cops they R law
1,8220 this ghetto jeopardy shit wack 128533 8221
1,I m going to let the pussy out like fight night vote5sos
1,8220 noll nigga I m Talm bout Tt and juice 128514 128514 128514 8221 me too Ion hoe Em
0,I dont even say nigga i say nigger Im like Chuck Norris I say the nigger word without checking over my shoulder
1,Try to take Othot drugs bitch I m 30 d up
1,shit ain t gon be funny when you need me to get you outta a horrific car crash bitch
1,he s fucking trash
2,Once again birds of a feather
0,hoe don t tweet me
1,So some bitch flipped me off for letting her infront of mee Okay
2,We don t luv deez hoes 128527
1,Going as Candace for Halloween lmao ugly bitch
1,don t cheat if she a down bitch
1,Good pussy is pussy that makes you really think bout making her breakfast pussy that makes you think about being a father
1,NEWS FLASH Obama won the election and increase their numbers in congress Stop with the bullshit already and compromise bitches
1,I hate when ppl come to my house and make a mess in the bathroom like bitch do I come to your house and play in the sink noooo
1,So proud of mahanain 9825 she still a hoe tho
1,Get this bitch out of my house
1,y u arguing with that ugly bitch on twitter
1,do they even make dresses any more that have straps amp cover your ass Some of us have no tits amp a big ass I will settle for a trash bag
1,If Richnow doesn t show up with hella tinder hoes Im not his friend anymore chill I brought like like 8 prople
1,In other news your bitch cook for me
1,Don t eat pussy until she show you the Vagfax
2,According to my brothers iPod its December 1969 If so I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1
1,I was gunna eat the pussy but I m on a diet
1,Skinny girls pussy be good den a mf u don t feel nothing but pussy 100 points on the board for skinny girls
1,stfu prude ass basic ass bitch
1,Monday like Saturday bitchTurnup
1,a nigga gone be a nigga im sorry amp a hoe gone be a hoe regardless
1,Wait a min you nigga bitch Lol FuckTheSteelers HTTR I don t give a damn if it cont
1,Yo niggas would fuck with you broke or not if they really yo niggas You a bitch if you only fuck with yo niggs when they g 8230
1,I aint saying you a bitch But you be acting like a female dog
1,I guess bitches got it twisted and think I m weak or something Do I look weak Do I look scary Do I look like somebody you finna pick w
1,this is genius 128221 You fat Nigga so is this pussy since we statin facts 128557
1,boy talk about a special kind of stupid far left is a under statement down retarded
1,Damn this bitch crazy
1,I gotta a bad bitch and all she do is bake cookies
1,I peep a lot of shit and I just laugh cause these hoes some actors
1,This bitch said which one are you Lmaooo I hate her
1,Shut your bitch ass up You got something to say about me mention me Peezy eyed bit 8230
1,shut ur faggot ass up you thirsty pussy
2,whoever made this twitter doesnt like the Lakers they r making a comeback but this accnt still continues to trash talk em
1,8220 128541 swear they emojis 128553 128514
1,I was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the 50 s 128514 128553
2,I accidentally ate a few fireflies last night while chewing some leaves I found The shameful yellow glow of my mouth wa 8230
1,Alex Smith such a got damn bitch man
0,Remember the yellow badge Nazis used Israel is making Muslim women carry a yellow badge order to pray in Al Aqsa h 8230
1,yeah bitch
1,Ima have to fuck with my nigga Omar about those weed brownies
1,thank you for the lyrics these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick
1,I don t put nothing pass nobody when it comes money n pussy
1,She drippen vanillaaaaa she know I m the pussy killaaaa 1043291 1041196
2,When I say Tainted I don t necessarily mean hoe or scandalous It could be a number of things
2,I m so sick head colds suuuck And on top of that had to challange me to a beer chug 128567 128567
2,thanks Hun lt 3 I m so crushed I love working out It ll be 2months gone by the time I go back
1,When the bitch playes with your emotions an won t let you date That s the moment where i wanna kick her straight in the vagina
1,I got a thick ass neck tho 17 1 2 or 18 on these hoes Can t zip my half zip fleece out this bitch
1,Tony Blair equals Bush s bitch morningjoe
2,After seeing Kansas play Duke a couple weeks ago I could tell you I m surprised that Charlie Weis has been let go but I m not
1,I flipped dat pacc said fucc a bitch n went and did it again
1,I wasn t born lastnight I know theses hoes ain t right 128080
1,About all u can expect from a nicca that can barely talk Lmao dude can t spell worth shit yo lol
2,dawg you so trash your momma got charged with littering when she dropped you off for school
1,Told my home girl bitch you bet not change on mee
1,If she makes a good sandwhich and she give a good blowy wife dat hoe up That way you can eat while she eatting
1,Charles Manson s fiancee will have a difficult time planning their honeymoon Charlie can t surf
1,Guys who tweet shit to get a bunch of favorites are on the same level as hoes
1,in fucking mexico bitches
1,Fuck around and waste my time and I ll fuck that bitch you hate and that one friend you love 9996 65039
1,these hoes ain t loyal
1,When nigga bitch lose in a fight they favorite line is he she only 128514
0,Soft shit Are you handicapped or retarded
1,Because a nigguh but don t mean you re pussy is bomb
1,This bitch is crying
1,I m only on here cause my bitch tripping 128514
1,its the truth We dont love these hoes 128581
1,I know bitches be mad as shit when they friends borrow their clothes amp its a bunch of girls in her IG comments sayin how cute the outfit is
1,Friends become foes girlfriends become hoes
2,99 percent of the trash we dump in the sea is missing This is not a good thing 8594
1,Fat bitches Twitter names be PrincessCookieNeckBackCrack lmaoo 128514 128514 128514
1,I love a bitch with racks of her own
1,8220 128064 128066 a bitch is all ears 8221 My mama told me not to talk to bitches so 128564 128514 jk
1,why lil ricky stole MJ Chain and tried to flex with the bitch in his avi
1,I was100 steal that bitch
1,8220 I m outside your house comeout 8221 this bitch
2,The last at bat at Yankee Stadium Thanks for making it a good one Captain FarewellCaptain
1,8220 This bitch come up and pull her titty out What do you do the more the merrie 8230
1,fuck up pussy
1,Bitch I want my number back yo pussy mustard oh yeah FUCK DAT BITCH TRUST ME DRO
1,my brother Where tf you been at negro
1,Yeah bitches You know he was hot shit back in the day
0,128514 8220 Racist all month Fuck u honkey 8221
1,nigga relax lmao 8220 I cheat on my girl with regular bitches so this a no brainer 8220
1,ya bitch aint bad nigga you aint got no taste
1,all the bitches love me
1,128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 McNair had brisket sizzlin on the grill when his side hoe laid the Uzi game down
1,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke Nigga u just dropped 20k like its nothing
1,yep which is messier more dangerous more environmentally unfriendly than their retarded new spouts
1,porn android iphone ipad sex xxx Beach Caught a girl rubbing her pussy in nude beach
2,Im telling you man Roethlisberger got his record expunged and became trash
1,Vine is filled with pussy lol smh
2,lol trash I would of kept it if she was cute
1,These hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca
2,Deme gallo pinto con carne asadita madurito y una milca amor
1,8220 8220 I wonder if I oomf I be like I want fuck would I be wrong or 128533 8221 you a be one brave as bitch 128514 128514 8221 one day 128553 128514 128514
1,Sluts and hoes are needed Respect their services
1,Enough with the mind fuck and pass me the fucking nachos cunt
2,Early bird gets the worm
1,we some hoes bruhhh lol
1,HOT ISIS SOCIAL MEDIA PHOTO Laughing Jihadis Get Baby To Kick Severed Head 8211 warning graphic tcot pjnet
1,First thing she wit ya next minute she against ya like that hoe from the clippers
1,of course u would you PC lemming one just says the word nigger the other has all the potential to reek havoc on society
1,Alot of good girls made a twitter amp became a hoe for the attention they don t receive from their fathers
1,It s wifey over bitches but money s over her cuz money s under nothing my life is such a blur it s not the way it has to go
2,I could go for a brownie right now
1,Son of a bitch took my Tic Tacs I like this movie
1,Yo hoe will get slayed 128514
2,Just learn d dance nuh cuz u know after carnival we like to pick up months old yardie ting LOL
1,what a little bitch
2,Dafuq is floppy bird
1,it ain t nothing to cut that bitch off 127908 127911
1,I think ai havent looked at a cloud in a whole minute cus them hoes moving fast asf rn
1,I know bitches Let s do something this weekend Let s bake
1,bitch shutUP
1,This bitches voice 128567 128567 128567
2,must have run out of brownies
1,8220 there isn t one song on Blacc Hollywood I dislike 8221 Except the song with nicki minaj because that triffling bitch sucks
1,Hate that bitch Ray Donovan s wife is pissing me off
1,8220 8220 That hoe smashed the whole team 8221 128557 C 128514 H 128557 I 128514 L 128557 L 128514 8221 Lmao y all fools 128514 128514 128514 128514
1,I m not fake bitch meet me after school then nigga
1,My dog just lifted her leg to pee She s such a butch bitch
